x,y,gas_Saturation,CO2_concentration_in_water
0.005,0.005,0,0.00630777017797096
0.015,0.005,0,0.00849329168940601
0.025,0.005,0,0.0128555105804157
0.035,0.005,0,0.0190155716992332
0.045,0.005,0,0.0276775446185298
0.055,0.005,0,0.0396173559197581
0.065,0.005,0,0.0537919450781973
0.075,0.005,0,0.0688469489500181
0.085,0.005,0,0.0866559006220618
0.095,0.005,0,0.106432858766457
0.105,0.005,0,0.126365100500122
0.115,0.005,0,0.154311507305719
0.125,0.005,0,0.182817563640244
0.135,0.005,0,0.212187912978807
0.145,0.005,0,0.24402799665125
0.155,0.005,0,0.26967845905968
0.165,0.005,0,0.296866811679584
0.175,0.005,0,0.315866899894485
0.185,0.005,0,0.33416960728601
0.195,0.005,0,0.354951994167889
0.205,0.005,0,0.372260263802079
0.215,0.005,0,0.382750154914012
0.225,0.005,0,0.395948595401886
0.235,0.005,0,0.401641986538991
0.245,0.005,0,0.401871283000701
0.255,0.005,0,0.405728527427681
0.265,0.005,0,0.396389181815808
0.275,0.005,0,0.377359674810399
0.285,0.005,0,0.366824801828508
0.295,0.005,0,0.364399121882787
0.305,0.005,0,0.367660094853517
0.315,0.005,0,0.349085443998602
0.325,0.005,0,0.33193157182366
0.335,0.005,0,0.304703667316024
0.345,0.005,0,0.278463827255443
0.355,0.005,0,0.229100552716773
0.365,0.005,0,0.174044936782283
0.375,0.005,0,0.118827979427458
0.385,0.005,0,0.120201400052991
0.395,0.005,0,0.115372628363336
0.405,0.005,0,0.249867741428931
0.415,0.005,0,0.384746764253603
0.425,0.005,0,0.506928268447108
0.435,0.005,0,0.613155239295169
0.445,0.005,0,0.683690335682231
0.455,0.005,0,0.738351159882497
0.465,0.005,0,0.789960410305287
0.475,0.005,0,0.835735394270795
0.485,0.005,0,0.875903443499611
0.495,0.005,0,0.907144029434534
0.505,0.005,0,0.931082137077445
0.515,0.005,0,0.952072311738788
0.525,0.005,0,0.973138478138837
0.535,0.005,0,0.992552727418365
0.545,0.005,0,1.01067567627628
0.555,0.005,0,1.02735270354851
0.565,0.005,0,1.04222437264343
0.575,0.005,0,1.05367677770852
0.585,0.005,0,1.06430672526695
0.595,0.005,0,1.0770230084272
0.605,0.005,0,1.08623219926974
0.615,0.005,0,1.09145291427851
0.625,0.005,0,1.09704995687812
0.635,0.005,0,1.10380888656347
0.645,0.005,0,1.11079120149647
0.655,0.005,0,1.1164681030544
0.665,0.005,0,1.12173901111832
0.675,0.005,0,1.12548022042119
0.685,0.005,0,1.12857093524864
0.695,0.005,0,1.12924256148275
0.705,0.005,0,1.1308872936834
0.715,0.005,0,1.13175966971389
0.725,0.005,0,1.1350878875684
0.735,0.005,0,1.13849718377366
0.745,0.005,0,1.14068759624077
0.755,0.005,0,1.14300872475387
0.765,0.005,0,1.14312459771693
0.775,0.005,0,1.14128412378268
0.785,0.005,0,1.14352047339208
0.795,0.005,0,1.14376005137875
0.805,0.005,0,1.14252118762783
0.815,0.005,0,1.14096399923682
0.825,0.005,0,1.13841362721162
0.835,0.005,0,1.13537246747013
0.845,0.005,0,1.13601555940083
0.855,0.005,0,1.12773087081423
0.865,0.005,0,1.12331172732473
0.875,0.005,0,1.11180732101447
0.885,0.005,0,1.10044113297472
0.895,0.005,0,1.087891945537
0.905,0.005,0,1.0549353850072
0.915,0.005,0,1.02064309524046
0.925,0.005,0,1.03499026739885
0.935,0.005,0,1.06214929757768
0.945,0.005,0,1.08332378522384
0.955,0.005,0,1.08740061336682
0.965,0.005,0,1.08989407916503
0.975,0.005,0,1.09130193979649
0.985,0.005,0,1.09794153653727
0.995,0.005,0,1.09486116812892
1.005,0.005,0,1.09277378290407
1.015,0.005,0,1.08701006146405
1.025,0.005,0,1.0839285540346
1.035,0.005,0,1.07493039277255
1.045,0.005,0,1.06858982034545
1.055,0.005,0,1.06224924791836
1.065,0.005,0,1.0506503936736
1.075,0.005,0,1.04127082424362
1.085,0.005,0,1.03319695030372
1.095,0.005,0,1.02302660142845
1.105,0.005,0,1.00696451292004
1.115,0.005,0,0.991956535197602
1.125,0.005,0,0.976135015983498
1.135,0.005,0,0.9551471631994
1.145,0.005,0,0.933594496604059
1.155,0.005,0,0.907404741719741
1.165,0.005,0,0.882219139326355
1.175,0.005,0,0.853914588163643
1.185,0.005,0,0.821850012381435
1.195,0.005,0,0.78110419753774
1.205,0.005,0,0.739431854550153
1.215,0.005,0,0.688062044380071
1.225,0.005,0,0.621066089981057
1.235,0.005,0,0.549848646300943
1.245,0.005,0,0.478631202620828
1.255,0.005,0,0.38305150574454
1.265,0.005,0,0.282527294676425
1.275,0.005,0,0.18354166312054
1.285,0.005,0,0.118607708581377
1.295,0.005,0,0.0319262228867044
1.305,0.005,0,0.00359937968174314
1.315,0.005,0,0.000593303191474745
1.325,0.005,0,0.00156402592333423
1.335,0.005,0,0.00465800465790559
1.345,0.005,0,0.00827888180274545
1.355,0.005,0,0.019563730166569
1.365,0.005,0,0.0321825556669715
1.375,0.005,0,0.0601112799957022
1.385,0.005,0,0.0912686339468178
1.395,0.005,0,0.132171745016044
1.405,0.005,0,0.17783204856042
1.415,0.005,0,0.230634009839014
1.425,0.005,0,0.285424423430046
1.435,0.005,0,0.345589779633062
1.445,0.005,0,0.403592240848446
1.455,0.005,0,0.454790390262613
1.465,0.005,0,0.499238332195503
1.475,0.005,0,0.536308423275891
1.485,0.005,0,0.573527645147394
1.495,0.005,0,0.602992477805626
1.505,0.005,0,0.633669782880556
1.515,0.005,0,0.660096183442086
1.525,0.005,0,0.682250223806378
1.535,0.005,0,0.710065180413875
1.545,0.005,0,0.726033792687956
1.555,0.005,0,0.743576335859422
1.565,0.005,0,0.764410673186342
1.575,0.005,0,0.771901641427951
1.585,0.005,0,0.783131535857313
1.595,0.005,0,0.789736618300598
1.605,0.005,0,0.805471461328129
1.615,0.005,0,0.815346375960166
1.625,0.005,0,0.831166550681797
1.635,0.005,0,0.790999079875014
1.645,0.005,0,0.729238335004386
1.655,0.005,0,0.693897606573185
1.665,0.005,0,0.683896645329998
1.675,0.005,0,0.657771251191092
1.685,0.005,0,0.643957912969548
1.695,0.005,0,0.622609523844399
1.705,0.005,0,0.533424860893719
1.715,0.005,0,0.45432571829873
1.725,0.005,0,0.388142823219935
1.735,0.005,0,0.469695228281269
1.745,0.005,0,0.585931130648969
1.755,0.005,0,0.684960344190559
1.765,0.005,0,0.765049508000791
1.775,0.005,0,0.816769925582514
1.785,0.005,0,0.850022473812546
1.795,0.005,0,0.872458607126736
1.805,0.005,0,0.874613846802629
1.815,0.005,0,0.888115125826821
1.825,0.005,0,0.868555553491422
1.835,0.005,0,0.862091266934473
1.845,0.005,0,0.832445377654083
1.855,0.005,0,0.801467353717915
1.865,0.005,0,0.804648693189675
1.875,0.005,0,0.819214451889597
1.885,0.005,0,0.860034258740411
1.895,0.005,0,0.92148292314568
1.905,0.005,0,0.982250522723215
1.915,0.005,0,0.98610535384829
1.925,0.005,0,0.988015748282563
1.935,0.005,0,0.991037403050607
1.945,0.005,0,0.986300333266602
1.955,0.005,0,0.993566207243666
1.965,0.005,0,0.990109562917183
1.975,0.005,0,0.995722638732045
1.985,0.005,0,0.991935628449891
1.995,0.005,0,0.985475407525378
2.005,0.005,0,0.973205501187992
2.015,0.005,0,0.961329566299012
2.025,0.005,0,0.938649174332913
2.035,0.005,0,0.919349378430752
2.045,0.005,0,0.887075123064453
2.055,0.005,0,0.856864191809683
2.065,0.005,0,0.80955406089512
2.075,0.005,0,0.741034164270316
2.085,0.005,0,0.633074120072713
2.095,0.005,0,0.542506586936099
2.105,0.005,0,0.599539190791871
2.115,0.005,0,0.713424215775726
2.125,0.005,0,0.790027641286154
2.135,0.005,0,0.850377867958081
