x,y,gas_Saturation,CO2_concentration_in_water
0.005,0.005,0,7.64297314360198e-38
0.015,0.005,0,1.34953088668575e-37
0.025,0.005,0,1.30979007360211e-36
0.035,0.005,0,2.78055277917519e-36
0.045,0.005,0,1.91829124117796e-35
0.055,0.005,0,9.01432245689567e-35
0.065,0.005,0,3.82544945518472e-34
0.075,0.005,0,9.95633618328028e-34
0.085,0.005,0,5.26988261446148e-33
0.095,0.005,0,5.53587027694254e-33
0.105,0.005,0,6.05178476190934e-33
0.115,0.005,0,1.08384053531332e-32
0.125,0.005,0,1.41045122462198e-32
0.135,0.005,0,4.01805583852902e-32
0.145,0.005,0,1.21642518702427e-31
0.155,0.005,0,4.90229305949185e-31
0.165,0.005,0,3.33160393495279e-30
0.175,0.005,0,8.06415965522199e-30
0.185,0.005,0,1.09709655789946e-29
0.195,0.005,0,5.1384086365659e-29
0.205,0.005,0,1.12670378116802e-28
0.215,0.005,0,1.38249663348039e-28
0.225,0.005,0,4.24682638137969e-28
0.235,0.005,0,6.84804198038949e-28
0.245,0.005,0,6.86063553319156e-28
0.255,0.005,0,5.09989183724459e-28
0.265,0.005,0,6.59132206945981e-28
0.275,0.005,0,6.40860363268534e-28
0.285,0.005,0,3.86580668837516e-28
0.295,0.005,0,4.2137486537277e-28
0.305,0.005,0,1.52643884270732e-27
0.315,0.005,0,1.66175696609223e-27
0.325,0.005,0,3.45282205700343e-27
0.335,0.005,0,3.56232066185111e-27
0.345,0.005,0,4.75066918349437e-27
0.355,0.005,0,5.05119071878087e-27
0.365,0.005,0,4.80274048841311e-27
0.375,0.005,0,6.12041388748018e-28
0.385,0.005,0,5.77869557733446e-28
0.395,0.005,0,3.86967775627841e-29
0.405,0.005,0,3.80110958093101e-29
0.415,0.005,0,1.72144579622029e-28
0.425,0.005,0,4.387598696925e-28
0.435,0.005,0,3.67081379800471e-27
0.445,0.005,0,1.9353997713113e-26
0.455,0.005,0,8.0230097681744e-26
0.465,0.005,0,2.98676435971021e-25
0.475,0.005,0,1.47517767136198e-24
0.485,0.005,0,6.72395589807285e-24
0.495,0.005,0,3.43153562965849e-23
0.505,0.005,0,1.86503136836613e-22
0.515,0.005,0,6.89504997588633e-22
0.525,0.005,0,2.80271266828652e-21
0.535,0.005,0,1.17966441496133e-20
0.545,0.005,0,2.18627421500722e-20
0.555,0.005,0,1.88546269501765e-19
0.565,0.005,0,4.09423618345196e-19
0.575,0.005,0,2.48661880072657e-18
0.585,0.005,0,7.45908406363214e-18
0.595,0.005,0,4.3908657854354e-17
0.605,0.005,0,6.53488264053992e-17
0.615,0.005,0,3.78687093762902e-16
0.625,0.005,0,9.12045991703309e-16
0.635,0.005,0,1.26180289495896e-15
