x,y,gas_Saturation,CO2_concentration_in_water
0.005,0.005,0,3.02354624765046e-11
0.015,0.005,0,4.68148475520908e-11
0.025,0.005,0,1.22828741116165e-10
0.035,0.005,0,2.30983767526531e-10
0.045,0.005,0,5.32169339308811e-10
0.055,0.005,0,1.1574458590345e-09
0.065,0.005,0,2.71431642822031e-09
0.075,0.005,0,4.57544885453006e-09
0.085,0.005,0,1.03936823424576e-08
0.095,0.005,0,1.60290290173942e-08
0.105,0.005,0,2.20525443166662e-08
0.115,0.005,0,5.3206028558834e-08
0.125,0.005,0,8.11543444447272e-08
0.135,0.005,0,1.3877864757725e-07
0.145,0.005,0,2.86782961611283e-07
0.155,0.005,0,5.54146598825088e-07
0.165,0.005,0,1.1970193156695e-06
0.175,0.005,0,1.90589574328409e-06
0.185,0.005,0,2.64701184990333e-06
0.195,0.005,0,4.74455403347053e-06
0.205,0.005,0,7.84229281095939e-06
0.215,0.005,0,1.03866965914057e-05
0.225,0.005,0,1.68256169792906e-05
0.235,0.005,0,2.36896717150007e-05
0.245,0.005,0,3.10063238103839e-05
0.255,0.005,0,4.49557647993008e-05
0.265,0.005,0,6.94210582223038e-05
0.275,0.005,0,7.0574702610255e-05
0.285,0.005,0,7.66137424412047e-05
0.295,0.005,0,0.000101769834623597
0.305,0.005,0,0.000181546166749659
0.315,0.005,0,0.000216368397707946
0.325,0.005,0,0.000326499450143535
0.335,0.005,0,0.00033244735501977
0.345,0.005,0,0.000367305743380741
0.355,0.005,0,0.000337996019410915
0.365,0.005,0,0.00028458329772981
0.375,0.005,0,0.000103814558630509
0.385,0.005,0,8.75801506716139e-05
0.395,0.005,0,1.95384011805108e-05
0.405,0.005,0,1.69724194611463e-05
0.415,0.005,0,8.1036881505277e-06
0.425,0.005,0,2.02174226957296e-05
0.435,0.005,0,6.18264493647851e-05
0.445,0.005,0,0.000162141902466098
0.455,0.005,0,0.000530869896402529
0.465,0.005,0,0.00113833922375926
0.475,0.005,0,0.00365236545936675
0.485,0.005,0,0.00794652182119033
0.495,0.005,0,0.0213167338039242
0.505,0.005,0,0.0398025564286274
0.515,0.005,0,0.0759616102263851
0.525,0.005,0,0.116118813233617
