x,y,gas_Saturation,CO2_concentration_in_water
0.005,0.005,0,2.23854661153942e-16
0.015,0.005,0,3.36863521998731e-16
0.025,0.005,0,1.08696040781088e-15
0.035,0.005,0,1.95431912471641e-15
0.045,0.005,0,5.02290798484061e-15
0.055,0.005,0,1.18534533989016e-14
0.065,0.005,0,3.05320437135721e-14
0.075,0.005,0,5.25524233166091e-14
0.085,0.005,0,1.4081560273327e-13
0.095,0.005,0,1.84805389634944e-13
0.105,0.005,0,2.35058828821008e-13
0.115,0.005,0,5.79912839777377e-13
0.125,0.005,0,8.45538809826313e-13
0.135,0.005,0,1.61476259990178e-12
0.145,0.005,0,3.70803928026913e-12
0.155,0.005,0,8.01953890381294e-12
0.165,0.005,0,2.34139819250738e-11
0.175,0.005,0,3.9474984615117e-11
0.185,0.005,0,5.28058716778642e-11
0.195,0.005,0,1.17308838716315e-10
0.205,0.005,0,2.06945294032038e-10
0.215,0.005,0,2.58954854410524e-10
0.225,0.005,0,4.77361301290873e-10
0.235,0.005,0,6.67388966919287e-10
0.245,0.005,0,7.41082469298857e-10
0.255,0.005,0,8.67460365383896e-10
0.265,0.005,0,1.378428245458e-09
0.275,0.005,0,1.33702174003194e-09
0.285,0.005,0,1.18676192729257e-09
0.295,0.005,0,1.56592226972809e-09
0.305,0.005,0,3.94554618846623e-09
0.315,0.005,0,5.12800898647078e-09
0.325,0.005,0,1.17009871458032e-08
0.335,0.005,0,1.27165445157968e-08
0.345,0.005,0,1.85535936646827e-08
0.355,0.005,0,1.92983490171568e-08
0.365,0.005,0,1.73281240000639e-08
0.375,0.005,0,3.86011255930391e-09
0.385,0.005,0,3.49956246962688e-09
0.395,0.005,0,7.314128193911e-10
0.405,0.005,0,9.9674247050387e-10
0.415,0.005,0,1.5485307530965e-09
0.425,0.005,0,4.51167569866344e-09
0.435,0.005,0,1.55355715624494e-08
0.445,0.005,0,4.17179398663087e-08
0.455,0.005,0,1.34817613332834e-07
0.465,0.005,0,3.06765600676071e-07
0.475,0.005,0,1.04531307245481e-06
0.485,0.005,0,2.58298120779972e-06
0.495,0.005,0,8.92426781479346e-06
0.505,0.005,0,2.14037544702104e-05
0.515,0.005,0,6.40438866340032e-05
0.525,0.005,0,0.000133127240544056
0.535,0.005,0,0.000378310338867506
0.545,0.005,0,0.000689098672514457
0.555,0.005,0,0.00186477965515399
0.565,0.005,0,0.00391425432247534
0.575,0.005,0,0.00954201078848371
0.585,0.005,0,0.0151278758800303
0.595,0.005,0,0.0330514567172862
0.605,0.005,0,0.0552499544670877
0.615,0.005,0,0.0911824820850121
0.625,0.005,0,0.135196215890969
0.635,0.005,0,0.184518621212595
0.645,0.005,0,0.247228366712657
0.655,0.005,0,0.322246516954355
0.665,0.005,0,0.401151803962848
0.675,0.005,0,0.479883029248704
0.685,0.005,0,0.554948058321376
0.695,0.005,0,0.621498204782625
0.705,0.005,0,0.673557999071606
0.715,0.005,0,0.72634742496669
0.725,0.005,0,0.76732020262702
0.735,0.005,0,0.811611533209044
0.745,0.005,0,0.843302421472631
0.755,0.005,0,0.877333934193818
0.765,0.005,0,0.899438091007604
0.775,0.005,0,0.925192284961886
0.785,0.005,0,0.936114318401615
0.795,0.005,0,0.939402491848219
0.805,0.005,0,0.95237289399589
0.815,0.005,0,0.955999887777771
0.825,0.005,0,0.956353015046271
0.835,0.005,0,0.943747312468502
0.845,0.005,0,0.945204023926257
0.855,0.005,0,0.88048477442163
0.865,0.005,0,0.845999997625564
0.875,0.005,0,0.821766447676595
0.885,0.005,0,0.822263500225097
0.895,0.005,0,0.806129346385682
