x,y,gas_Saturation,CO2_concentration_in_water
0.005,0.005,0,0.0285947925527146
0.015,0.005,0,0.0357877918805576
0.025,0.005,0,0.0486239878608208
0.035,0.005,0,0.0645682089720523
0.045,0.005,0,0.0844845230971354
0.055,0.005,0,0.108285151014047
0.065,0.005,0,0.132547608635963
0.075,0.005,0,0.156756598518089
0.085,0.005,0,0.182305194898034
0.095,0.005,0,0.208290231359518
0.105,0.005,0,0.234471072333599
0.115,0.005,0,0.266748821247263
0.125,0.005,0,0.296171578034244
0.135,0.005,0,0.325675695100769
0.145,0.005,0,0.353952988514746
0.155,0.005,0,0.375512535806728
0.165,0.005,0,0.398673268976168
0.175,0.005,0,0.41225550090716
0.185,0.005,0,0.42557605512417
0.195,0.005,0,0.44135653704546
0.205,0.005,0,0.452847637515877
0.215,0.005,0,0.458514097930627
0.225,0.005,0,0.466691160566593
0.235,0.005,0,0.46773418845081
0.245,0.005,0,0.464434067144964
0.255,0.005,0,0.464540772817281
0.265,0.005,0,0.452237304909013
0.275,0.005,0,0.430757447364564
0.285,0.005,0,0.418823317096743
0.295,0.005,0,0.414133277310846
0.305,0.005,0,0.414833901325394
0.315,0.005,0,0.393940019004648
0.325,0.005,0,0.373232740437813
0.335,0.005,0,0.34181208341353
0.345,0.005,0,0.308549715119586
0.355,0.005,0,0.249965980478621
0.365,0.005,0,0.186076893695946
0.375,0.005,0,0.144158821123306
0.385,0.005,0,0.206183380589594
0.395,0.005,0,0.268391410928051
0.405,0.005,0,0.413598471401427
0.415,0.005,0,0.55031965386073
0.425,0.005,0,0.641580841034759
0.435,0.005,0,0.721117994096388
0.445,0.005,0,0.772322844053609
0.455,0.005,0,0.813247382694273
0.465,0.005,0,0.85277682597969
0.475,0.005,0,0.887993806619758
0.485,0.005,0,0.919040279204979
0.495,0.005,0,0.943445614693993
0.505,0.005,0,0.961964365369096
0.515,0.005,0,0.978813782146101
0.525,0.005,0,0.995822656236359
0.535,0.005,0,1.01158124586447
0.545,0.005,0,1.02641060116272
0.555,0.005,0,1.03998382223162
0.565,0.005,0,1.05226890301683
0.575,0.005,0,1.06166542468836
0.585,0.005,0,1.07012934186804
0.595,0.005,0,1.08094147967029
0.605,0.005,0,1.0884515356093
0.615,0.005,0,1.09220275758993
0.625,0.005,0,1.09661122010488
0.635,0.005,0,1.10237792579202
0.645,0.005,0,1.10836857088378
0.655,0.005,0,1.11315756932175
0.665,0.005,0,1.11756351044522
0.675,0.005,0,1.12057234632909
0.685,0.005,0,1.1229847751212
0.695,0.005,0,1.12295100454142
0.705,0.005,0,1.12416207617089
0.715,0.005,0,1.12456799941851
0.725,0.005,0,1.12775250870446
0.735,0.005,0,1.13097874324204
0.745,0.005,0,1.13310129042828
0.755,0.005,0,1.1353385666317
0.765,0.005,0,1.13537748982767
0.775,0.005,0,1.13333661719936
0.785,0.005,0,1.13569675965238
0.795,0.005,0,1.1363256762985
0.805,0.005,0,1.13521069202185
0.815,0.005,0,1.13406956839573
0.825,0.005,0,1.13202433651695
0.835,0.005,0,1.12992304144687
0.845,0.005,0,1.13101980488277
0.855,0.005,0,1.12436183954789
0.865,0.005,0,1.1196817769121
0.875,0.005,0,1.10810162640617
0.885,0.005,0,1.09475704560711
0.895,0.005,0,1.08184603172164
0.905,0.005,0,1.05581074057325
0.915,0.005,0,1.02893719788953
0.925,0.005,0,1.04242160123663
0.935,0.005,0,1.06613259498042
0.945,0.005,0,1.08443991879293
0.955,0.005,0,1.0885189767723
0.965,0.005,0,1.09006407711145
0.975,0.005,0,1.09151366790598
0.985,0.005,0,1.09791143300207
0.995,0.005,0,1.09487061722532
1.005,0.005,0,1.09254127018045
1.015,0.005,0,1.0862525216579
1.025,0.005,0,1.08257439359573
1.035,0.005,0,1.07375603322612
1.045,0.005,0,1.06756582501023
1.055,0.005,0,1.06137561679434
1.065,0.005,0,1.0501944570785
1.075,0.005,0,1.04103538668473
1.085,0.005,0,1.03396070753056
1.095,0.005,0,1.02461016905464
1.105,0.005,0,1.00937858623294
1.115,0.005,0,0.995684236059027
1.125,0.005,0,0.98101868866135
1.135,0.005,0,0.961536320324229
1.145,0.005,0,0.941501478338495
1.155,0.005,0,0.91689089116472
1.165,0.005,0,0.893672163431588
1.175,0.005,0,0.868038528990065
1.185,0.005,0,0.839206991157766
1.195,0.005,0,0.802689711332024
1.205,0.005,0,0.765861382921449
1.215,0.005,0,0.719792035842725
1.225,0.005,0,0.658936899578536
1.235,0.005,0,0.595771490701417
1.245,0.005,0,0.532606081824299
1.255,0.005,0,0.434315446108361
1.265,0.005,0,0.335947468284042
1.275,0.005,0,0.238611666917567
1.285,0.005,0,0.159144634566145
1.295,0.005,0,0.0461032501363332
1.305,0.005,0,0.00847168166322852
1.315,0.005,0,0.00537480521065979
1.325,0.005,0,0.012384700391943
1.335,0.005,0,0.0279236808553332
1.345,0.005,0,0.045091447012051
1.355,0.005,0,0.0796403313020326
1.365,0.005,0,0.120462458270081
1.375,0.005,0,0.175220850898807
1.385,0.005,0,0.229013400957885
1.395,0.005,0,0.285476821378648
1.405,0.005,0,0.343728293246039
1.415,0.005,0,0.399198984764024
1.425,0.005,0,0.453464959443136
1.435,0.005,0,0.506598558802024
1.445,0.005,0,0.553959955572075
1.455,0.005,0,0.594719218232969
1.465,0.005,0,0.629364674007978
1.475,0.005,0,0.658138881089808
1.485,0.005,0,0.68698221758538
1.495,0.005,0,0.709937914810061
1.505,0.005,0,0.733931103330004
1.515,0.005,0,0.754811645016834
1.525,0.005,0,0.772413556897329
1.535,0.005,0,0.794181846517982
1.545,0.005,0,0.807514044849134
1.555,0.005,0,0.822114179838853
1.565,0.005,0,0.839309252410063
1.575,0.005,0,0.846669385613018
1.585,0.005,0,0.856745267664997
1.595,0.005,0,0.861838204261209
1.605,0.005,0,0.873508198683988
1.615,0.005,0,0.879353437031681
1.625,0.005,0,0.890012170504072
1.635,0.005,0,0.850427827182892
1.645,0.005,0,0.788332908935883
1.655,0.005,0,0.75667007485545
1.665,0.005,0,0.749468984744426
1.675,0.005,0,0.730591001758821
1.685,0.005,0,0.724613001578275
1.695,0.005,0,0.711851767264128
1.705,0.005,0,0.634700527636258
1.715,0.005,0,0.56105855704654
1.725,0.005,0,0.493251627207169
1.735,0.005,0,0.563591058747832
1.745,0.005,0,0.667800813597902
