x,y,gas_Saturation,CO2_concentration_in_water
0.005,0.005,0,5.03528039972202e-16
0.015,0.005,0,7.60164122586165e-16
0.025,0.005,0,2.42575412315329e-15
0.035,0.005,0,4.37892690743608e-15
0.045,0.005,0,1.1207923100567e-14
0.055,0.005,0,2.63440745488486e-14
0.065,0.005,0,6.7638388890744e-14
0.075,0.005,0,1.16356938180237e-13
0.085,0.005,0,3.09468929769944e-13
0.095,0.005,0,4.12154534414449e-13
0.105,0.005,0,5.28790899543779e-13
0.115,0.005,0,1.32166609610288e-12
0.125,0.005,0,1.93694053912835e-12
0.135,0.005,0,3.68139516347726e-12
0.145,0.005,0,8.41697203693097e-12
0.155,0.005,0,1.80995549385699e-11
0.165,0.005,0,5.18778771623916e-11
0.175,0.005,0,8.71883198406489e-11
0.185,0.005,0,1.16883040603845e-10
0.195,0.005,0,2.55940943267197e-10
0.205,0.005,0,4.50322242395183e-10
0.215,0.005,0,5.65602353355308e-10
0.225,0.005,0,1.0359238381554e-09
0.235,0.005,0,1.44780264771975e-09
0.245,0.005,0,1.62543720016391e-09
0.255,0.005,0,1.94537706459887e-09
0.265,0.005,0,3.1229516513909e-09
0.275,0.005,0,3.03860900151193e-09
0.285,0.005,0,2.76326862884081e-09
0.295,0.005,0,3.67670733998663e-09
0.305,0.005,0,9.13554140298624e-09
0.315,0.005,0,1.18780454499565e-08
0.325,0.005,0,2.65674460728616e-08
0.335,0.005,0,2.88242954657296e-08
0.345,0.005,0,4.14075878557578e-08
0.355,0.005,0,4.27890962412242e-08
0.365,0.005,0,3.82870872297947e-08
0.375,0.005,0,8.78188955611915e-09
0.385,0.005,0,7.91604920374527e-09
0.395,0.005,0,1.63872749008043e-09
0.405,0.005,0,2.08519976597631e-09
0.415,0.005,0,2.91842730915027e-09
0.425,0.005,0,8.42779552941629e-09
0.435,0.005,0,2.86808534797762e-08
0.445,0.005,0,7.65459617991871e-08
0.455,0.005,0,2.46081963307417e-07
0.465,0.005,0,5.57514083600239e-07
0.475,0.005,0,1.89328169725756e-06
0.485,0.005,0,4.6560854660303e-06
0.495,0.005,0,1.60267515147197e-05
0.505,0.005,0,3.81386146971319e-05
0.515,0.005,0,0.000113454400008271
0.525,0.005,0,0.000233332651452799
0.535,0.005,0,0.000653680241596135
0.545,0.005,0,0.0011876546435487
0.555,0.005,0,0.00310289121346949
0.565,0.005,0,0.006446605026044
0.575,0.005,0,0.0150109266152324
0.585,0.005,0,0.0233574712269904
0.595,0.005,0,0.0482264788477199
0.605,0.005,0,0.0782223937108336
0.615,0.005,0,0.123075765808439
0.625,0.005,0,0.174733933521948
0.635,0.005,0,0.231302681766103
0.645,0.005,0,0.29960964847745
0.655,0.005,0,0.378380138414473
0.665,0.005,0,0.45914160068476
0.675,0.005,0,0.536129585510349
0.685,0.005,0,0.60831633234405
0.695,0.005,0,0.671480366025716
0.705,0.005,0,0.720301844113754
0.715,0.005,0,0.769737172221973
0.725,0.005,0,0.807537568091832
0.735,0.005,0,0.848469363642592
0.745,0.005,0,0.877256258063883
0.755,0.005,0,0.908295240505431
0.765,0.005,0,0.928183799614734
0.775,0.005,0,0.951508622924189
0.785,0.005,0,0.960838459996953
0.795,0.005,0,0.96277468470291
0.805,0.005,0,0.974443527569905
0.815,0.005,0,0.977091631856186
0.825,0.005,0,0.976656056360559
0.835,0.005,0,0.963684528812074
0.845,0.005,0,0.964570347447622
0.855,0.005,0,0.900283012580894
0.865,0.005,0,0.866368553473597
0.875,0.005,0,0.84039517787351
0.885,0.005,0,0.84273343393917
0.895,0.005,0,0.827718381216976
0.905,0.005,0,0.795940673825318
0.915,0.005,0,0.764997543436393
0.925,0.005,0,0.776403398555324
0.935,0.005,0,0.816640149680778
0.945,0.005,0,0.849831322692141
0.955,0.005,0,0.847515763203335
0.965,0.005,0,0.857904757211199
0.975,0.005,0,0.857401060468819
0.985,0.005,0,0.864836063885349
0.995,0.005,0,0.84205493972764
1.005,0.005,0,0.822674316500586
1.015,0.005,0,0.804578387770128
1.025,0.005,0,0.790519074935584
1.035,0.005,0,0.744817756148884
1.045,0.005,0,0.704407713701949
1.055,0.005,0,0.663997671255013
1.065,0.005,0,0.60423866160346
1.075,0.005,0,0.551777726682784
1.085,0.005,0,0.485118899324962
1.095,0.005,0,0.415343340163934
1.105,0.005,0,0.335677286248633
1.115,0.005,0,0.260373133726539
1.125,0.005,0,0.189340832913667
1.135,0.005,0,0.124983875952163
1.145,0.005,0,0.0690971661233427
1.155,0.005,0,0.0378478612136031
1.165,0.005,0,0.0159849405552884
1.175,0.005,0,0.00580322504183519
1.185,0.005,0,0.00199376475683364
1.195,0.005,0,0.000411149054104882
1.205,0.005,0,0.000232569620807416
1.215,0.005,0,6.25883231812662e-05
1.225,0.005,0,1.24697401455518e-05
1.235,0.005,0,6.74343480162825e-06
1.245,0.005,0,1.01712945770468e-06
1.255,0.005,0,6.91219222840516e-08
1.265,0.005,0,3.3619154127859e-08
1.275,0.005,0,1.84533478214287e-10
1.285,0.005,0,6.15848772542828e-13
1.295,0.005,0,1.29554240572354e-13
1.305,0.005,0,1.18388127348231e-16
1.315,0.005,0,2.14600450324361e-19
1.325,0.005,0,3.23347720752404e-20
1.335,0.005,0,2.05298835233111e-19
1.345,0.005,0,5.03653929369353e-19
1.355,0.005,0,1.1457353919376e-17
1.365,0.005,0,1.30525943796686e-17
1.375,0.005,0,8.31334119388336e-17
1.385,0.005,0,6.51487658913398e-16
1.395,0.005,0,1.37145419267047e-15
1.405,0.005,0,1.53565824328553e-14
1.415,0.005,0,2.6979903107527e-14
1.425,0.005,0,8.58325582664528e-14
1.435,0.005,0,2.7624038485261e-13
1.445,0.005,0,3.52563167324019e-13
1.455,0.005,0,1.216894870782e-12
1.465,0.005,0,7.84648962624705e-12
1.475,0.005,0,1.63382549256738e-11
1.485,0.005,0,1.01134921008283e-10
1.495,0.005,0,1.21950155440859e-10
1.505,0.005,0,2.38297779756939e-10
1.515,0.005,0,3.47871004785825e-10
1.525,0.005,0,3.63454421706872e-10
1.535,0.005,0,5.02782961735872e-10
1.545,0.005,0,6.7358570602922e-10
1.555,0.005,0,1.07972634226135e-09
1.565,0.005,0,4.60213041817122e-09
1.575,0.005,0,4.64325802996719e-09
1.585,0.005,0,5.07894842836899e-09
1.595,0.005,0,4.97182280636779e-09
