x,y,gas_Saturation,CO2_concentration_in_water
0.005,0.005,0,3.57835662320435e-07
0.015,0.005,0,5.48435099327389e-07
0.025,0.005,0,1.1521878065434e-06
0.035,0.005,0,2.14161043054223e-06
0.045,0.005,0,4.26603850816533e-06
0.055,0.005,0,8.34284585743862e-06
0.065,0.005,0,1.6755168738239e-05
0.075,0.005,0,2.69357553583418e-05
0.085,0.005,0,4.99683236734544e-05
0.095,0.005,0,7.88028784125608e-05
0.105,0.005,0,0.00010851490317654
0.115,0.005,0,0.00020965612294285
0.125,0.005,0,0.000320512850782064
0.135,0.005,0,0.000486510867521386
0.145,0.005,0,0.000859590470213419
0.155,0.005,0,0.00141655790896531
0.165,0.005,0,0.00227676070845724
0.175,0.005,0,0.00329214038841398
0.185,0.005,0,0.00448579061053789
0.195,0.005,0,0.00652440658315718
0.205,0.005,0,0.00911504107898677
0.215,0.005,0,0.0116396464229604
0.225,0.005,0,0.0153993836672265
0.235,0.005,0,0.0195266482888003
0.245,0.005,0,0.0234855706452812
0.255,0.005,0,0.0293262931486729
0.265,0.005,0,0.0343698326230391
0.275,0.005,0,0.0347545859008426
0.285,0.005,0,0.036342967093219
0.295,0.005,0,0.0412059964204054
0.305,0.005,0,0.0497963063119522
0.315,0.005,0,0.0506643046981517
0.325,0.005,0,0.0533027036319048
0.335,0.005,0,0.049854519955368
0.345,0.005,0,0.0466978746090163
0.355,0.005,0,0.0395072117551048
0.365,0.005,0,0.0312856607906458
0.375,0.005,0,0.0183513279490116
0.385,0.005,0,0.0142494657843427
0.395,0.005,0,0.00345763760120674
0.405,0.005,0,0.00305889897570621
0.415,0.005,0,0.00138232602175277
0.425,0.005,0,0.00662084797796791
0.435,0.005,0,0.0206001180516613
0.445,0.005,0,0.0524746264229213
0.455,0.005,0,0.106789764110173
0.465,0.005,0,0.171821874596071
0.475,0.005,0,0.261138547338858
0.485,0.005,0,0.36461953509708
0.495,0.005,0,0.459188938436653
0.505,0.005,0,0.541597385620461
0.515,0.005,0,0.607733331025093
0.525,0.005,0,0.67314318309043
0.535,0.005,0,0.733076270755976
0.545,0.005,0,0.788302733572473
0.555,0.005,0,0.838925612360904
0.565,0.005,0,0.882184623227805
