x,y,gas_Saturation,CO2_concentration_in_water
0.005,0.005,0,1.16000245565498e-24
0.015,0.005,0,1.77996598954401e-24
0.025,0.005,0,7.91145165183637e-24
0.035,0.005,0,1.45162742219286e-23
0.045,0.005,0,4.67196150562937e-23
0.055,0.005,0,1.30159867440279e-22
0.065,0.005,0,3.86283382644551e-22
0.075,0.005,0,7.1841636289148e-22
0.085,0.005,0,2.33918660014535e-21
0.095,0.005,0,2.55415241779642e-21
0.105,0.005,0,2.84455762120588e-21
0.115,0.005,0,4.5341498818885e-21
0.125,0.005,0,5.76104196220836e-21
0.135,0.005,0,1.06749014690022e-20
0.145,0.005,0,2.44379222137238e-20
0.155,0.005,0,5.4981403513938e-20
0.165,0.005,0,2.0729134509147e-19
0.175,0.005,0,3.51265405679268e-19
0.185,0.005,0,4.54123158533711e-19
0.195,0.005,0,1.23565573593379e-18
0.205,0.005,0,2.17674480520715e-18
0.215,0.005,0,2.53386728687761e-18
0.225,0.005,0,4.6604718317126e-18
0.235,0.005,0,6.454938509884e-18
0.245,0.005,0,6.39047765211421e-18
0.255,0.005,0,4.98801283609409e-18
0.265,0.005,0,5.11100384151198e-18
0.275,0.005,0,4.81763789655112e-18
0.285,0.005,0,2.86847926104841e-18
0.295,0.005,0,3.01475463519242e-18
0.305,0.005,0,6.18667631266396e-18
0.315,0.005,0,6.35340171136641e-18
0.325,0.005,0,7.83240687552395e-18
0.335,0.005,0,7.66343706483149e-18
0.345,0.005,0,6.71363671048518e-18
0.355,0.005,0,6.05780601178869e-18
0.365,0.005,0,5.71821160093359e-18
0.375,0.005,0,1.62647587867518e-18
0.385,0.005,0,3.21826681373183e-18
0.395,0.005,0,9.70144912550863e-18
0.405,0.005,0,3.12233371400307e-17
0.415,0.005,0,1.11875535131653e-16
0.425,0.005,0,3.66724484808381e-16
0.435,0.005,0,1.7933938264902e-15
0.445,0.005,0,5.93634355592762e-15
0.455,0.005,0,2.30893589823639e-14
0.465,0.005,0,6.18881737893654e-14
0.475,0.005,0,2.46086957001637e-13
0.485,0.005,0,7.14846149656284e-13
0.495,0.005,0,2.84111110513803e-12
0.505,0.005,0,8.45222335352392e-12
0.515,0.005,0,2.77121735368059e-11
0.525,0.005,0,6.96282497756425e-11
0.535,0.005,0,2.31563947565575e-10
0.545,0.005,0,4.26034325881613e-10
0.555,0.005,0,1.75972931540217e-09
0.565,0.005,0,3.69743106351168e-09
0.575,0.005,0,1.34255775406247e-08
0.585,0.005,0,2.79251710085629e-08
0.595,0.005,0,9.95126768946687e-08
0.605,0.005,0,1.83226655998121e-07
0.615,0.005,0,5.21748830748263e-07
0.625,0.005,0,1.33640243396615e-06
0.635,0.005,0,2.30070183821257e-06
0.645,0.005,0,6.62229911057238e-06
0.655,0.005,0,1.24509118308058e-05
0.665,0.005,0,3.17488997560442e-05
0.675,0.005,0,6.31130000488141e-05
0.685,0.005,0,0.000165002992409491
0.695,0.005,0,0.00036643038021477
0.705,0.005,0,0.000721360387301701
0.715,0.005,0,0.00142040855125173
0.725,0.005,0,0.00229502032582481
0.735,0.005,0,0.0039058062386517
0.745,0.005,0,0.0061055383114078
0.755,0.005,0,0.00925027811479907
0.765,0.005,0,0.014558798620293
0.775,0.005,0,0.0217706206338554
0.785,0.005,0,0.0317769006420447
0.795,0.005,0,0.0367188336432126
0.805,0.005,0,0.0483176360307708
0.815,0.005,0,0.0596580566660995
0.825,0.005,0,0.0729903508394051
0.835,0.005,0,0.0778499451038328
0.845,0.005,0,0.082539573568199
0.855,0.005,0,0.0768464715605771
0.865,0.005,0,0.0715430736733802
0.875,0.005,0,0.0912291455724104
0.885,0.005,0,0.0946986383677072
0.895,0.005,0,0.097323132363114
0.905,0.005,0,0.0918593121612864
0.915,0.005,0,0.0841924038426035
0.925,0.005,0,0.0700433116187846
0.935,0.005,0,0.0735745664272931
0.945,0.005,0,0.0763955304151533
0.955,0.005,0,0.0563738325056596
0.965,0.005,0,0.0499042570757433
0.975,0.005,0,0.0353290659092446
0.985,0.005,0,0.0280336770185503
0.995,0.005,0,0.0179831361942828
1.005,0.005,0,0.0138960743457368
1.015,0.005,0,0.0126896418701085
1.025,0.005,0,0.0123513260660647
1.035,0.005,0,0.00668561925008317
1.045,0.005,0,0.00502769076512761
1.055,0.005,0,0.00336976228017205
1.065,0.005,0,0.00174047071717881
1.075,0.005,0,0.00108092121513996
1.085,0.005,0,0.000464858752178224
1.095,0.005,0,0.00021169290323502
1.105,0.005,0,0.000128368052527043
1.115,0.005,0,3.72102152475488e-05
1.125,0.005,0,1.57482250262438e-05
1.135,0.005,0,4.2696140572969e-06
1.145,0.005,0,1.25082311700591e-06
1.155,0.005,0,3.63110223353227e-07
1.165,0.005,0,9.42819038460692e-08
1.175,0.005,0,1.91333635071392e-08
1.185,0.005,0,7.67617768360319e-09
1.195,0.005,0,8.58344082457396e-10
1.205,0.005,0,5.38766712364215e-10
1.215,0.005,0,1.73598678992597e-10
1.225,0.005,0,2.28301190455525e-11
1.235,0.005,0,1.25093616629464e-11
1.245,0.005,0,2.18860428034017e-12
1.255,0.005,0,3.24512304410058e-13
1.265,0.005,0,1.62426001084379e-13
1.275,0.005,0,8.10459263692436e-15
1.285,0.005,0,2.52167045209438e-15
1.295,0.005,0,5.75572530037585e-16
1.305,0.005,0,2.1218631958689e-17
1.315,0.005,0,2.36179374924252e-19
1.325,0.005,0,2.33117498323694e-20
1.335,0.005,0,3.43724876955905e-22
1.345,0.005,0,6.20943675017205e-23
1.355,0.005,0,2.70444860855219e-25
1.365,0.005,0,2.12231822027664e-28
1.375,0.005,0,9.10596934422847e-29
1.385,0.005,0,1.33876138746111e-30
1.395,0.005,0,2.4651439786834e-30
1.405,0.005,0,2.19035897346355e-28
1.415,0.005,0,3.24536586779496e-28
